route,status,title,description,canonical,flags
/jaquar/showers,200,Jaquar Showers & Enclosures UAE - Dealer Price & Supply,"Jaquar showers & enclosures in the UAE - 12 collections with SKUs, specs and official imagery. AED trade pricing from Sharjah stock, dealer warranty honoured.",/jaquar/showers,
/jaquar/showers/overhead-showers,200,Jaquar Overhead Showers UAE - Price & SKUs | Global Classic,"Jaquar Overhead Showers in the UAE - all 50 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/showers/overhead-showers,
/jaquar/showers/octane-showers,200,Jaquar Octane Showers UAE - Price & SKUs | Global Classic,"Jaquar Octane Showers in the UAE - the full range with specifications, finishes and official imagery. Delivery to every emirate.",/jaquar/showers/octane-showers,
/jaquar/showers/hand-showers,200,Jaquar Hand Showers UAE - Price & SKUs | Global Classic,"Jaquar Hand Showers in the UAE - all 14 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/showers/hand-showers,
/jaquar/showers/cloud-shower,200,Jaquar Cloud Shower UAE - Showers & Enclosures,"Jaquar Cloud Shower in the UAE - all 6 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/showers/cloud-shower,
/jaquar/showers/body-showers,200,Jaquar Body Showers UAE - Price & SKUs | Global Classic,"Jaquar Body Showers in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/showers/body-showers,
/jaquar/showers/shower-panels,200,Jaquar Shower Panels UAE - Showers & Enclosures,"Jaquar Shower Panels in the UAE - all 11 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/showers/shower-panels,
/jaquar/showers/shower-accessories,200,Jaquar Shower Accessories UAE - Showers & Enclosures,"Jaquar Shower Accessories in the UAE - all 39 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/showers/shower-accessories,
/jaquar/showers/ritz-collection,200,Jaquar Ritz Collection UAE - Showers & Enclosures,"Jaquar Ritz Collection in the UAE - the full range with specifications, finishes and official imagery. Delivery to every emirate.",/jaquar/showers/ritz-collection,
/jaquar/showers/frameless,200,Jaquar Frameless Enclosures UAE - Price & SKUs,"Jaquar Frameless Enclosures in the UAE - the full range with specifications, finishes and official imagery. Delivery to every emirate.",/jaquar/showers/frameless,
/jaquar/showers/framed,200,Jaquar Framed Enclosures UAE - Price & SKUs | Global Classic,"Jaquar Framed Enclosures in the UAE - the full range with specifications, finishes and official imagery. Delivery to every emirate.",/jaquar/showers/framed,
/jaquar/showers/sliding-range,200,Jaquar Sliding Range UAE - Showers & Enclosures,"Jaquar Sliding Range in the UAE - the full range with specifications, finishes and official imagery. Delivery to every emirate.",/jaquar/showers/sliding-range,
/jaquar/showers/shower-tray,200,Jaquar Shower Trays UAE - Showers & Enclosures,"Jaquar Shower Trays in the UAE - the full range with specifications, finishes and official imagery. Delivery to every emirate.",/jaquar/showers/shower-tray,
/jaquar/wellness,200,Jaquar Wellness UAE - Dealer Price & Supply | Global Classic,"Jaquar wellness in the UAE - 17 collections with SKUs, specs and official imagery. AED trade pricing from Sharjah stock, dealer warranty honoured.",/jaquar/wellness,
/jaquar/wellness/freestanding-bathtubs,200,Jaquar Freestanding Bathtubs UAE - Wellness - Price & SKUs,"Jaquar Freestanding Bathtubs in the UAE - all 8 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/freestanding-bathtubs,
/jaquar/wellness/built-in-bathtubs,200,Jaquar Built-In Bathtubs UAE - Wellness - Price & SKUs,"Jaquar Built-In Bathtubs in the UAE - all 30 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/built-in-bathtubs,
/jaquar/wellness/bathtub-accessories,200,Jaquar Bathtub Accessories UAE - Wellness - Price & SKUs,"Jaquar Bathtub Accessories in the UAE - all 7 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/bathtub-accessories,
/jaquar/wellness/arc,200,Jaquar Arc UAE - Wellness - Price & SKUs | Global Classic,"Jaquar Arc in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/arc,
/jaquar/wellness/kubix-prime,200,Jaquar Kubix Prime UAE - Wellness - Price & SKUs,"Jaquar Kubix Prime in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/kubix-prime,
/jaquar/wellness/opal-prime,200,Jaquar Opal Prime UAE - Wellness - Price & SKUs,"Jaquar Opal Prime in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/opal-prime,
/jaquar/wellness/vignette-prime,200,Jaquar Vignette Prime UAE - Wellness - Price & SKUs,"Jaquar Vignette Prime in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/vignette-prime,
/jaquar/wellness/darc,200,Jaquar D'arc UAE - Wellness - Price & SKUs | Global Classic,"Jaquar D'arc in the UAE - all 4 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/darc,
/jaquar/wellness/kubix,200,Jaquar Kubix UAE - Wellness - Price & SKUs | Global Classic,"Jaquar Kubix in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/kubix,
/jaquar/wellness/alive,200,Jaquar Alive UAE - Wellness - Price & SKUs | Global Classic,"Jaquar Alive in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/alive,
/jaquar/wellness/fonte,200,Jaquar Fonte UAE - Wellness - Price & SKUs | Global Classic,"Jaquar Fonte in the UAE - all 7 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/fonte,
/jaquar/wellness/fonte-r,200,Jaquar Fonte-R UAE - Wellness - Price & SKUs,"Jaquar Fonte-R in the UAE - all 2 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/fonte-r,
/jaquar/wellness/fusion,200,Jaquar Fusion UAE - Wellness - Price & SKUs | Global Classic,"Jaquar Fusion in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/fusion,
/jaquar/wellness/laguna,200,Jaquar Laguna UAE - Wellness - Price & SKUs | Global Classic,"Jaquar Laguna in the UAE - all 3 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/laguna,
/jaquar/wellness/spas,200,Jaquar Spas UAE - Wellness - Price & SKUs | Global Classic,"Jaquar Spas in the UAE - all 14 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/spas,
/jaquar/wellness/saunas,200,Jaquar Saunas UAE - Wellness - Price & SKUs | Global Classic,"Jaquar Saunas in the UAE - all 5 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/saunas,
/jaquar/wellness/steam-solutions,200,Jaquar Steam Solutions UAE - Wellness - Price & SKUs,"Jaquar Steam Solutions in the UAE - all 17 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/wellness/steam-solutions,
/jaquar/water-heaters,200,Jaquar Water Heaters UAE - Dealer Price & Supply,"Jaquar water heaters in the UAE - 1 collections with SKUs, specs and official imagery. AED trade pricing from Sharjah stock, dealer warranty honoured.",/jaquar/water-heaters,
/jaquar/water-heaters/water-heaters,200,Jaquar Water Heaters UAE - Price & SKUs | Global Classic,"Jaquar Water Heaters in the UAE - all 38 catalogue products with SKUs and finishes. AED trade pricing from Sharjah stock, Jaquar warranty honoured.",/jaquar/water-heaters/water-heaters,
/fila,200,FILA Stone Care UAE - Official Distributor | Global Classic,"FILA surface care in the UAE - 34 professional cleaners, protectors and finishes from the Italian maker since 1943. Wholesale supply with coverage tables.",/fila,
/fila/solutions,200,FILA Solutions UAE - What To Do If | Global Classic,"Grout haze, rust on marble, limescale, efflorescence - the FILA answer to each surface problem from the printed catalogue, supplied wholesale in the UAE.",/fila/solutions,
/fila/about,200,"About FILA - Since 1943 | Surface Care, Italy to the UAE","FILA Industria Chimica, founded 1943: Marchio Storico registered, ISO 9001/14001, Indoor Air Comfort Gold, and a Dubai JLT office serving the UAE since 2012.",/fila/about,
/fila/projects,200,FILA Reference Projects - Canova to the Apple Store,"Where FILA is specified: the Gipsoteca di Canova, Hotel Mondrian Qatar, the Library of Birmingham and Apple Store Piazza Liberty, with printed product lists.",/fila/projects,
/fila/cleaners,200,FILA Cleaners UAE - tile cleaner | Global Classic,"Eleven professional cleaners from end-of-work washing to rust, silicone and epoxy removal - the chemistry that rescues a site handover. Buffered acids that.",/fila/cleaners,
/fila/protectors,200,FILA Protectors UAE - stone sealer | Global Classic,Fourteen professional sealers and repellents - from PW10 before the slab is even laid to MP90 ECO XTREME on the finished marble top. Water- and oil-repellent.,/fila/protectors,
/fila/finishing,200,FILA Finishing UAE - floor wax finish | Global Classic,"Two professional finishes, indoor only: CLASSIC, the eco-friendly liquid wax that revives polished marble, terrazzo and terracotta with a natural sheen - and.",/fila/finishing,
/fila/ready-to-use,200,FILA Ready to Use UAE - surface care spray | Global Classic,"Seven ready-to-use sprays for the maintenance phase: daily worktop care with MARBLE REFRESH, limescale control with DEEPCLEAN and NODROPS, grout care with.",/fila/ready-to-use,
/fila/cleaner-pro,200,FILA CLEANER PRO UAE - Professional maintenance for surfaces,"FILA CLEANER PRO - professional maintenance for surfaces for porcelain and ceramic tiles, concrete, wood. 1 L boxes of 12 - 5 L boxes of 4.",/fila/cleaner-pro,
/fila/cr10,200,FILA CR10 UAE - Cleaner for epoxy residues | Global Classic,"FILA CR10 - cleaner for epoxy residues for porcelain tiles, glazed ceramic tiles, glass mosaic. 1 L boxes of 12. Printed coverage tables.",/fila/cr10,
/fila/deterdek-pro,200,FILA DETERDEK PRO UAE - End-of-work cleaning,"FILA DETERDEK PRO - end-of-work cleaning for porcelain tiles, glazed ceramic tiles, acid-resistant materials. 1 L boxes of 12 - 5 L boxes of 4.",/fila/deterdek-pro,
/fila/instant-remover,200,FILA INSTANT REMOVER UAE | Global Classic,"FILA INSTANT REMOVER - instant cleaner for fresh cement grout for porcelain tiles, ceramic tiles, glass mosaic. 750 ml spray bottles, boxes of 12.",/fila/instant-remover,
/fila/max,200,FILA MAX UAE - Solvent-based wax remover | Global Classic,"FILA MAX - solvent-based wax remover for terracotta, quarry tiles, porcelain tiles. 5 L cans, boxes of 4. Printed coverage tables.",/fila/max,
/fila/norust,200,FILA NORUST UAE - Rust stain remover | Global Classic,"FILA NORUST - rust stain remover for marble, granite, natural stone. 75 ml bottles, boxes of 12. Official UAE distribution, AED trade pricing on enquiry.",/fila/norust,
/fila/nospot,200,FILA NOSPOT UAE | Global Classic,"FILA NOSPOT - spray stain-remover for terracotta, quarry tiles and natural stone for terracotta, quarry tiles, marble, granite and natural stone.",/fila/nospot,
/fila/phzero,200,FILA PHZERO UAE - Strong acid descaler | Global Classic,"FILA PHZERO - strong acid descaler for terracotta, quarry tiles, porcelain tiles. 5 L boxes of 4. Official UAE distribution, AED trade pricing on enquiry.",/fila/phzero,
/fila/ps87-pro,200,FILA PS87 PRO UAE - Professional degreasing cleaning agent,"FILA PS87 PRO - professional degreasing cleaning agent for porcelain tiles, unpolished stone and agglomerates, glazed ceramic tiles. Printed coverage tables.",/fila/ps87-pro,
/fila/sr95,200,FILA SR95 UAE - Stain-remover | Global Classic,"FILA SR95 - stain-remover for porcelain tiles, stone and agglomerates, glazed ceramic tiles. 75 ml bottles, boxes of 12. Printed coverage tables.",/fila/sr95,
/fila/zerosil,200,FILA ZEROSIL UAE - Silicone remover | Global Classic,"FILA ZEROSIL - silicone remover for porcelain tiles, ceramic tiles, marble. 250 ml can, boxes of 12. Official UAE distribution, AED trade pricing on enquiry.",/fila/zerosil,
/fila/concrete-shield,200,FILA CONCRETE SHIELD UAE | Global Classic,"FILA CONCRETE SHIELD - colour-enhancing stain-proof sealer for concrete for concrete, stamped concrete, interlocking pavers. 5 L boxes of 4.",/fila/concrete-shield,
/fila/concrete-hydro,200,FILA CONCRETE HYDRO UAE | Global Classic,"FILA CONCRETE HYDRO - consolidating water repellent for concrete for concrete, plaster, brick. 5 L boxes of 4. Printed coverage tables.",/fila/concrete-hydro,
/fila/contractors-choice,200,FILA CONTRACTOR'S CHOICE UAE - Stone and grout sealer,"FILA CONTRACTOR'S CHOICE - stone and grout sealer for natural stone, cement grout joints, concrete. 3.78 L (1 US gal), boxes of 4. Printed coverage tables.",/fila/contractors-choice,
/fila/fob-xtreme,200,FILA FOB XTREME UAE | Global Classic,"FILA FOB XTREME - extreme water- and oil-repellent protection for natural stone and agglomerates, marble and granite, concrete. 1 L boxes of 6 - 5 L boxes of 4.",/fila/fob-xtreme,
/fila/hydrorep,200,FILA HYDROREP UAE - Water-repellent protection,"FILA HYDROREP - water-repellent protection for unpolished marble and granite, unpolished stone and agglomerates, concrete. 1 L boxes of 12 - 5 L boxes of 4.",/fila/hydrorep,
/fila/hydrorep-eco,200,FILA HYDROREP ECO UAE | Global Classic,"FILA HYDROREP ECO - eco-compatible water-repellent protection for unpolished stone and agglomerates, concrete, terracotta. 1 L boxes of 12 - 5 L boxes of 4.",/fila/hydrorep-eco,
/fila/mp90,200,FILA MP90 UAE - Water- and oil-repellent protection,"FILA MP90 - water- and oil-repellent protection for polished porcelain tiles, marble and granite, stone and agglomerates. 1 L boxes of 6 - 5 L boxes of 4.",/fila/mp90,
/fila/mp90-eco-xtreme,200,FILA MP90 ECO XTREME UAE | Global Classic,"FILA MP90 ECO XTREME - extreme eco-compatible water- and oil-repellent protection for polished porcelain tiles, marble and granite, natural stone and.",/fila/mp90-eco-xtreme,
/fila/pw10,200,FILA PW10 UAE | Global Classic,"FILA PW10 - eco-compatible pre-laying treatment against efflorescence for back of natural stone surfaces, granite, marble. 5 L boxes of 4 - 100 L.",/fila/pw10,
/fila/stoneplus,200,FILA STONEPLUS UAE | Global Classic,"FILA STONEPLUS - water- and oil-repellent protective agent with reviving effect for stone and agglomerates, marble, granite. 1 L boxes of 6 - 5 L boxes of 4.",/fila/stoneplus,
/fila/stoneplus-eco,200,FILA STONEPLUS ECO UAE - Colour-enhancing protective agent,"FILA STONEPLUS ECO - colour-enhancing protective agent for natural stone, marble, granite. 1 L boxes of 6 - 5 L boxes of 4. Printed coverage tables.",/fila/stoneplus-eco,
/fila/stop-dirt,200,FILA STOP DIRT UAE - Dirt repellent | Global Classic,"FILA STOP DIRT - dirt repellent for textured porcelain tiles, unpolished porcelain tiles, lappato porcelain tiles. 500 ml boxes of 12. Printed coverage tables.",/fila/stop-dirt,
/fila/w68,200,FILA W68 UAE - Stain protector for unpolished surfaces,"FILA W68 - stain protector for unpolished surfaces for unpolished stone and agglomerates, terracotta, quarry tiles. 1 L boxes of 12 - 5 L boxes of 4.",/fila/w68,
/fila/wet-eco,200,FILA WET ECO UAE - Wet-look colour enhancing protector,"FILA WET ECO - wet-look colour enhancing protector for unpolished natural stones, unpolished agglomerates, terracotta. 1 L boxes of 12 - 5 L boxes of 4.",/fila/wet-eco,
/fila/classic,200,FILA CLASSIC UAE - Eco-friendly liquid wax | Global Classic,"FILA CLASSIC - eco-friendly liquid wax for marble, venetian terrazzo, grit. 1 L boxes of 12 - 5 L boxes of 4. Printed coverage tables.",/fila/classic,
/fila/longlife,200,FILA LONGLIFE UAE - Glossy protective wax | Global Classic,"FILA LONGLIFE - glossy protective wax for terracotta, quarry tiles, slate. 1 L boxes of 12. Official UAE distribution, AED trade pricing on enquiry.",/fila/longlife,
/fila/clean-and-shine,200,FILA CLEAN&SHINE UAE - Sparkling cleanliness in the home,"FILA CLEAN&SHINE - sparkling cleanliness in the home for porcelain tiles, glazed ceramic tiles, stone. 750 ml spray bottles, boxes of 6.",/fila/clean-and-shine,
/fila/deepclean,200,FILA DEEPCLEAN UAE - Descaling cleaning agent,"FILA DEEPCLEAN - descaling cleaning agent for porcelain tiles, ceramic tiles, mosaics. 750 ml spray bottles, boxes of 6. Printed coverage tables.",/fila/deepclean,
/fila/fuganet,200,FILA FUGANET UAE - Specific cleaning for grouting,"FILA FUGANET - specific cleaning for grouting for all types of grouting. 750 ml spray bottles, boxes of 6. Printed coverage tables.",/fila/fuganet,
/fila/marble-refresh,200,FILA MARBLE REFRESH UAE | Global Classic,"FILA MARBLE REFRESH - polishes and renews marble worktops for marble, granite, natural stone. 750 ml spray bottles, boxes of 6. Printed coverage tables.",/fila/marble-refresh,
/fila/nodrops,200,FILA NODROPS UAE - Water-mark protection | Global Classic,"FILA NODROPS - water-mark protection for shower cubicles, glass, glass mosaic. 750 ml spray bottles, boxes of 6. Printed coverage tables.",/fila/nodrops,
/fila/rapidsan,200,FILA RAPIDSAN UAE - Eco disinfectant | Global Classic,"FILA RAPIDSAN - eco disinfectant for all surfaces. 750 ml spray bottles, boxes of 6. Official UAE distribution, AED trade pricing on enquiry.",/fila/rapidsan,
/fila/fugaproof,200,FILA FUGAPROOF UAE - Grout protection | Global Classic,"FILA FUGAPROOF - grout protection for all types of grouting. 750 ml spray bottles, boxes of 6. Official UAE distribution, AED trade pricing on enquiry.",/fila/fugaproof,
/kalingastone/quartz/colours/white-quartz,200,White Quartz Slabs UAE - 16 KalingaStone Shades,"16 white quartz shades from the KalingaStone quartz collection - 20 mm slabs, NSF food safe. Stocked in Sharjah, supplied UAE-wide with specs per shade.",/kalingastone/quartz/colours/white-quartz,
/kalingastone/quartz/colours/marble-look-quartz,200,Marble-Look Quartz Slabs UAE - 11 KalingaStone Shades,"11 marble-look quartz shades from the KalingaStone quartz collection - 20 mm slabs, NSF food safe. Stocked in Sharjah, supplied UAE-wide with specs per shade.",/kalingastone/quartz/colours/marble-look-quartz,
/kalingastone/quartz/colours/beige-quartz,200,Beige & Cream Quartz Slabs UAE - 16 KalingaStone Shades,"16 beige & cream quartz shades from the KalingaStone quartz collection - 20 mm slabs, NSF food safe. Stocked in Sharjah, supplied UAE-wide with specs per shade.",/kalingastone/quartz/colours/beige-quartz,
/kalingastone/quartz/colours/grey-quartz,200,Grey Quartz Slabs UAE - 18 KalingaStone Shades,"18 grey quartz shades from the KalingaStone quartz collection - 20 mm slabs, NSF food safe. Stocked in Sharjah, supplied UAE-wide with specs per shade.",/kalingastone/quartz/colours/grey-quartz,
/kalingastone/quartz/colours/black-quartz,200,Black & Dark Quartz Slabs UAE - 8 KalingaStone Shades,"8 black & dark quartz shades from the KalingaStone quartz collection - 20 mm slabs, NSF food safe. Stocked in Sharjah, supplied UAE-wide with specs per shade.",/kalingastone/quartz/colours/black-quartz,
/kalingastone/quartz/new-bianco-alaska,200,New Bianco Alaska - KalingaStone Quartz Slab UAE,"New Bianco Alaska - KalingaStone engineered quartz, Series 7, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/new-bianco-alaska,
/kalingastone/quartz/bianco-venatino,200,Bianco Venatino - KalingaStone Quartz Slab UAE,"Bianco Venatino - KalingaStone engineered quartz, Series 7, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/bianco-venatino,
/kalingastone/quartz/calacatta-imperial,200,Calacatta Imperial - KalingaStone Quartz Slab UAE,"Calacatta Imperial - KalingaStone engineered quartz, Series 7, 3150 × 1450 × 20 mm. Marble-Look Quartz range. Delivery across the UAE.",/kalingastone/quartz/calacatta-imperial,
/kalingastone/quartz/crystal-bliss,200,Crystal Bliss - KalingaStone Quartz Slab UAE,"Crystal Bliss - KalingaStone engineered quartz, Series 7, 3250 × 1650 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/crystal-bliss,
/kalingastone/quartz/crystal-serene,200,Crystal Serene - KalingaStone Quartz Slab UAE,"Crystal Serene - KalingaStone engineered quartz, Series 7, 3250 × 1650 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/crystal-serene,
/kalingastone/quartz/calacatta-lazza,200,Calacatta Lazza - KalingaStone Quartz Slab UAE,"Calacatta Lazza - KalingaStone engineered quartz, Series 7, 3250 × 1650 × 20 mm. Marble-Look Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/calacatta-lazza,
/kalingastone/quartz/alluring,200,Alluring - KalingaStone Quartz Slab UAE | Global Classic,"Alluring - KalingaStone engineered quartz, Series 7, 3150 × 1450 × 20 mm. Marble-Look Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/alluring,
/kalingastone/quartz/pietra-grey,200,Pietra Grey - KalingaStone Quartz Slab UAE | Global Classic,"Pietra Grey - KalingaStone engineered quartz, Series 6, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/pietra-grey,
/kalingastone/quartz/calacatta-rivolo,200,Calacatta Rivolo - KalingaStone Quartz Slab UAE,"Calacatta Rivolo - KalingaStone engineered quartz, Series 6, 3250 × 1650 × 20 mm. Marble-Look Quartz range. Delivery across the UAE.",/kalingastone/quartz/calacatta-rivolo,
/kalingastone/quartz/calacatta-pristine,200,Calacatta Pristine - KalingaStone Quartz Slab UAE,"Calacatta Pristine - KalingaStone engineered quartz, Series 6, 3250 × 1650 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/calacatta-pristine,
/kalingastone/quartz/calacatta-nero,200,Calacatta Nero - KalingaStone Quartz Slab UAE,"Calacatta Nero - KalingaStone engineered quartz, Series 6, 3250 × 1650 × 20 mm. Marble-Look Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/calacatta-nero,
/kalingastone/quartz/bianco-river,200,Bianco River - KalingaStone Quartz Slab UAE | Global Classic,"Bianco River - KalingaStone engineered quartz, Series 6, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/bianco-river,
/kalingastone/quartz/tundra,200,Tundra - KalingaStone Quartz Slab UAE | Global Classic,"Tundra - KalingaStone engineered quartz, Series 6, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/tundra,
/kalingastone/quartz/wizzard,200,Wizzard - KalingaStone Quartz Slab UAE | Global Classic,"Wizzard - KalingaStone engineered quartz, Series 6, 3150 × 1450 × 20 mm. Black & Dark Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/wizzard,
/kalingastone/quartz/calacatta-venezia,200,Calacatta Venezia - KalingaStone Quartz Slab UAE,"Calacatta Venezia - KalingaStone engineered quartz, Series 5, 3250 × 1650 × 20 mm. Marble-Look Quartz range. Delivery across the UAE.",/kalingastone/quartz/calacatta-venezia,
/kalingastone/quartz/bermingham,200,Bermingham - KalingaStone Quartz Slab UAE | Global Classic,"Bermingham - KalingaStone engineered quartz, Series 5, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/bermingham,
/kalingastone/quartz/bianco-gioa,200,Bianco Gioa - KalingaStone Quartz Slab UAE | Global Classic,"Bianco Gioa - KalingaStone engineered quartz, Series 5, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/bianco-gioa,
/kalingastone/quartz/bianco-superiore,200,Bianco Superiore - KalingaStone Quartz Slab UAE,"Bianco Superiore - KalingaStone engineered quartz, Series 5, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/bianco-superiore,
/kalingastone/quartz/nisley,200,Nisley - KalingaStone Quartz Slab UAE | Global Classic,"Nisley - KalingaStone engineered quartz, Series 5, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/nisley,
/kalingastone/quartz/crema-gold,200,Crema Gold - KalingaStone Quartz Slab UAE | Global Classic,"Crema Gold - KalingaStone engineered quartz, Series 5, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/crema-gold,
/kalingastone/quartz/new-extra-white,200,New Extra White - KalingaStone Quartz Slab UAE,"New Extra White - KalingaStone engineered quartz, Series 5, 3150 × 1450 × 20 mm. White Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/new-extra-white,
/kalingastone/quartz/classic-pearl,200,Classic Pearl - KalingaStone Quartz Slab UAE,"Classic Pearl - KalingaStone engineered quartz, Series 5, 3150 × 1450 × 20 mm. Marble-Look Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/classic-pearl,
/kalingastone/quartz/bianco-oro,200,Bianco Oro - KalingaStone Quartz Slab UAE | Global Classic,"Bianco Oro - KalingaStone engineered quartz, Series 4, 3150 × 1450 × 20 mm. Marble-Look Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/bianco-oro,
/kalingastone/quartz/bianco-carrara,200,Bianco Carrara - KalingaStone Quartz Slab UAE,"Bianco Carrara - KalingaStone engineered quartz, Series 4, 3150 × 1450 × 20 mm, Microban® protected. Marble-Look Quartz range. Delivery across the UAE.",/kalingastone/quartz/bianco-carrara,
/kalingastone/quartz/carrara-marmi,200,Carrara Marmi - KalingaStone Quartz Slab UAE,"Carrara Marmi - KalingaStone engineered quartz, Series 4, 3300 × 2000 × 20 mm. Marble-Look Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/carrara-marmi,
/kalingastone/quartz/noah,200,Noah - KalingaStone Quartz Slab UAE | Global Classic,"Noah - KalingaStone engineered quartz, Series 4, 3150 × 1450 × 20 mm. Beige & Cream Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/noah,
/kalingastone/quartz/crema-venato-extra,200,Crema Venato Extra - KalingaStone Quartz Slab UAE,"Crema Venato Extra - KalingaStone engineered quartz, Series 4, 3150 × 1450 × 20 mm. Marble-Look Quartz range. Delivery across the UAE.",/kalingastone/quartz/crema-venato-extra,
/kalingastone/quartz/grey-fjordo,200,Grey Fjordo - KalingaStone Quartz Slab UAE | Global Classic,"Grey Fjordo - KalingaStone engineered quartz, Series 4, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/grey-fjordo,
/kalingastone/quartz/manhattan-grey,200,Manhattan Grey - KalingaStone Quartz Slab UAE,"Manhattan Grey - KalingaStone engineered quartz, Series 4, 3250 × 1650 × 20 mm. Black & Dark Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/manhattan-grey,
/kalingastone/quartz/grigio-oro,200,Grigio Oro - KalingaStone Quartz Slab UAE | Global Classic,"Grigio Oro - KalingaStone engineered quartz, Series 4, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/grigio-oro,
/kalingastone/quartz/gris-venato,200,Gris Venato - KalingaStone Quartz Slab UAE | Global Classic,"Gris Venato - KalingaStone engineered quartz, Series 4, 3150 × 1450 × 20 mm. Grey Quartz range. AED slab pricing and availability from Sharjah stock.",/kalingastone/quartz/gris-venato,
